full_id,osm_id,osm_type,healthcare,leisure,operator,check_date,shop,opening_hours,healthcare:speciality,fax,building,wikipedia,wikidata,wheelchair,website,toilets:wheelchair,phone,name,emergency,amenity,addr:street,addr:province,addr:housenumber,addr:city,office,instagram,opening_hours:signed,check_date:opening_hours,operator:type,internet_access,email,contact:facebook,payment:debit_cards,payment:credit_cards,payment:cash,dispensing,level,description,drive_through,addr:postcode,addr:unit,branch,name:en,website:fr,website:en,brand:wikipedia,brand:wikidata,brand,layer,path,longitude,latitude
n10921524238,10921524238,node,clinic,,,,,Mo-Fr 07:30-15:30,fertility,,,,,,https://www.olivefertility.com/locations/victoria,,+1-250-410-1664,Olive Fertility Centre Victoria,,clinic,Yates Street,BC,911,Victoria,,,,,,,info@olivefertility.com,https://www.facebook.com/olivefertility,,,,,,,,V8V 4X3,214,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.357863,48.4249423
n11000913531,11000913531,node,counselling,,,,,,,,,,,,https://waypointcounselling.ca/,,+1 250-888-0979,Waypoint Counselling Network,,,Meares St,BC,1080,Victoria,,,,,,,,,,,,,,,,V8V 3K5,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3547483,48.4231019
n11431609408,11431609408,node,doctor,,,,,Mo-Fr 09:00-16:00,haematology,,,,,,https://www.pacifichematologyvictoria.com,,+1-250-384-7377,Pacific Hematology,,doctors,Fort Street,BC,1520,Victoria,,,,,,,,,,,,,,,,V8S 5J2,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3391695,48.4258317
n11431609409,11431609409,node,alternative,,,,,Mo-Th 09:30-16:00,acupuncture,,,,,,https://www.urbanlotus.ca,,+1-778-433-9050,Urban Lotus,,,Fort Street,BC,1516,Victoria,,,,,,,,,,,,,,,,V8S 5J2,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3391757,48.4258234
n11436631015,11436631015,node,dentist,,,,,Mo-Fr 09:00-17:00,,,,,,,https://www.oakbaydentureclinic.ca,,+1-250-598-1010,Oak Bay Denture Clinic,,dentist,Lee Avenue,BC,1935,Victoria,,,,,,,,,,,,,,,,V8R 4W9,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.325089,48.4307933
n11701535169,11701535169,node,clinic,,,,,,,,,,,,,,+1 250 383 3252,Foundry Victoria,,clinic,Yates Street,,546,,,,,,,,frontdesk@foundryvictoria.ca,,,,,,,,,V8W1K8,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3687947,48.426909
n11715644749,11715644749,node,pharmacy,,,,,Mo-Fr 08:30-18:30,,+1 250 595-1325,,,,,https://www.medicineshoppe.ca/en/british-columbia/victoria/the-medicine-shoppe-pharmacy-195-7008042,,+1 250 595-1323,The Medicine Shoppe,,pharmacy,Fort Street,,1964,,,,,,,,,,,,,,,,,,104,,,,,,Q121815130,The Medicine Shoppe,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3234478,48.4321512
n11715644750,11715644750,node,pharmacy,,,,,"Mo-Fr 09:00-17:30, Sa 10:00-16:00",,+1 250 590-8798,,,,,https://www.rexall.ca/storelocator/store/7128,,+1 250 590-8799,Rexall,,pharmacy,Fort Street,,1990,,,,,,,,,,,,,,,,,,101,,,,,,Q39045377,Rexall,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3226262,48.4324334
n11715676770,11715676770,node,pharmacy,,,,,"Mo-Fr 08:00-19:00, Sa 09:00-17:00, Su 10:00-17:00",,+1 250 595-7308,,,,,https://pharmasave.com/victoria-hillside/location/,,+1 250 595-8106,Pharmasave,,pharmacy,Hillside Avenue,,1641,,,,,,,,,,,,,,,,,,,,,,,,Q17093822,Pharmasave,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3339572,48.4451732
n11732253175,11732253175,node,dentist,,,,,"Mo-Th 08:00-16:30, Fr 08:00-14:30",,,,,,,https://www.avenuefamilydental.com/,,+1 250 595-1331,Avenue Family Dental,,dentist,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.32832,48.4263
n11732261382,11732261382,node,dentist,,,,,Mo-Th 08:30-16:30,,,,,,,https://www.oaklandsdental.ca/,,+1 250 592-7874,Oaklands Dental,,dentist,Hillside Avenue,,1581,,,,,,,,,,,,,,,,,,202,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3362746,48.4439474
n11732261383,11732261383,node,laboratory,,,,,,urology,+1 250 592-9940,,,,,https://www.silveradoresearch.com/,,+1 250 592-9998,Silverado Research,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3394825,48.4429225
n11735594280,11735594280,node,pharmacy,,,,,"Mo-Fr 08:00-17:00, Sa-Su 08:00-13:00",,+1 250 361-3730,,,,,https://www.viewstreet.ca/,,+1 250 361-3773,View Street Pharmacy,,pharmacy,View Street,,867,,,,,,,,,,,,,,,,,,,,,,,,Q7180716,PharmaChoice,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3601,48.42473
n11737935978,11737935978,node,optometrist,,,,optician,"Mo-Th 09:00-17:00, Fr 09:30-17:30, Sa 10:00-17:00",,+1 778 400-2752,,,,,https://www.emeraldeyecare.ca,,+1 250 592-2099,,,clinic,Fairfield Road,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3387101,48.412938
n11842924270,11842924270,node,clinic,,,,,Mo-Fr 08:30-16:30,,,,,,,https://www.getcognito.ca/,,+12509004028,Cognito Health,,clinic,Bastion Square,,400,,,,,,,,,,,,,,,,,V8W 1T9,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3692214,48.4255204
